,short_name,age,nationality_name,height_cm,weight_kg,overall,value_eur,wage_eur,club_name
16993,G. Paredes,18,Peru,172,69,58,475000.0,500.0,Club Sporting Cristal
16994,G. Mina,17,Ecuador,182,72,58,525000.0,500.0,Independiente del Valle
16995,Jonatas Santos,19,Brazil,176,65,58,475000.0,500.0,Al Ain FC
16996,P. Cherrie,37,Scotland,188,76,57,20000.0,500.0,Dundalk FC
16997,G. Kumar,30,India,178,77,57,140000.0,500.0,NorthEast United FC
16998,Zhu Ting,35,China PR,178,67,57,50000.0,2000.0,Qingdao FC
16999,L. Walker,31,England,196,80,57,90000.0,1000.0,Milton Keynes Dons
17000,G. Doherty,39,Northern Ireland,188,86,57,20000.0,500.0,Finn Harps
17001,S. Paul,34,India,182,74,57,30000.0,500.0,Hyderabad FC
17002,D. Corcoran,32,Republic of Ireland,184,82,57,130000.0,500.0,Drogheda United
17003,R. Connolly,29,Republic of Ireland,177,76,57,160000.0,500.0,Finn Harps
17004,N. Maripuu,29,Sweden,183,79,57,160000.0,750.0,Degerfors IF
17005,J. Cracknell,26,England,183,71,57,180000.0,2000.0,Harrogate Town
17006,H. Douglas,28,Republic of Ireland,191,85,57,140000.0,500.0,Drogheda United
17007,S. Otayf,30,Saudi Arabia,170,63,57,160000.0,4000.0,Al Fayha
17008,M. Attiyah,29,Saudi Arabia,171,68,57,160000.0,6000.0,Al Tai
17009,M. Smith,25,England,178,70,57,240000.0,2000.0,Hartlepool United
17010,An Jin Beom,29,Korea Republic,175,66,57,160000.0,1000.0,Seongnam FC
17011,Liu Weiguo,29,China PR,197,90,57,130000.0,3000.0,Guangzhou FC
17012,Zhang Yuan,31,China PR,187,76,57,110000.0,2000.0,Shenzhen FC
17013,W. Randall,24,England,180,65,57,250000.0,2000.0,Sutton United
17014,Feng Gang,28,China PR,177,64,57,160000.0,2000.0,Hebei FC
17015,R. Donelon,25,Republic of Ireland,171,71,57,200000.0,500.0,Sligo Rovers
17016,Gao Jiarun,26,China PR,184,75,57,170000.0,2000.0,Tianjin Jinmen Tiger FC
17017,Ji Xiaoxuan,28,China PR,177,73,57,170000.0,2000.0,Qingdao FC
17018,J. Akintunde,25,England,175,75,57,240000.0,600.0,Derry City
17019,Dong Yanfeng,25,China PR,182,75,57,220000.0,2000.0,Dalian Professional Football Club
17020,N. Araya,22,Chile,176,73,57,325000.0,500.0,CD Antofagasta
17021,Wang Guoming,31,China PR,187,81,57,90000.0,2000.0,Henan Songshan Longmen FC
17022,L. Steacy,28,Republic of Ireland,185,83,57,130000.0,500.0,Longford Town
17023,Wang Peng,28,China PR,185,70,57,160000.0,2000.0,Changchun Yatai FC
17024,Wang Qiuming,28,China PR,174,65,57,160000.0,2000.0,Hebei FC
17025,R. Singh,30,India,170,68,57,140000.0,500.0,Chennaiyin FC
17026,M. Kempter,26,Philippines,181,75,57,200000.0,2000.0,FC St. Gallen 1879
17027,W. Mannion,23,England,186,74,57,275000.0,1000.0,Cambridge United
17028,M. Stajduhar,23,United States,188,91,57,325000.0,850.0,Orlando City Soccer Club
17029,Kim Gyeong Jae,27,Korea Republic,183,76,57,170000.0,1000.0,Jeju United FC
17030,C. Goddard,24,Japan,178,65,57,250000.0,500.0,Central Coast Mariners
17031,Song Wenjie,30,China PR,185,74,57,160000.0,3000.0,Guangzhou City
17032,M. Al Mutlaq,23,Saudi Arabia,165,66,57,350000.0,2000.0,Al Raed
17033,Kim Woo Suk,24,Korea Republic,187,74,57,200000.0,1000.0,Daegu FC
17034,H. Shiota,40,Japan,185,78,57,20000.0,900.0,Urawa Red Diamonds
17035,T. Olusanya,23,England,176,68,57,375000.0,4000.0,Middlesbrough
17036,M. Al Haidari,25,Saudi Arabia,188,76,57,170000.0,4000.0,Al Fayha
17037,K. Matsuzawa,29,Japan,183,82,57,140000.0,700.0,Tokushima Vortis
17038,U. Singh,25,India,170,66,57,220000.0,500.0,Bengaluru FC
17039,A. Brody,26,United States,178,61,57,200000.0,1000.0,Real Salt Lake
17040,J. León,25,Mexico,188,72,57,200000.0,1000.0,Puebla FC
17041,Gao Huaze,23,China PR,175,67,57,250000.0,2000.0,Hebei FC
17042,R. Longdon,23,England,178,77,57,250000.0,2000.0,Lincoln City
17043,P. Sánchez,23,Chile,180,64,57,375000.0,600.0,Unión La Calera
17044,M. Rafique,30,India,172,65,57,140000.0,500.0,SC East Bengal FC
17045,A. Baldwin,24,England,183,70,57,300000.0,1000.0,Milton Keynes Dons
17046,M. Al Saeed,24,Saudi Arabia,175,71,57,250000.0,5000.0,Al Fateh
17047,O. Al Saleem,24,Saudi Arabia,183,70,57,230000.0,3000.0,Damac FC
17048,A. Al Yousif,24,Saudi Arabia,175,74,57,300000.0,4000.0,Al Fateh
17049,S. Nombe,22,England,180,75,57,375000.0,2000.0,Exeter City
17050,J. Vom Steeg,24,United States,194,91,57,325000.0,850.0,LA Galaxy
17051,J. Turner,22,England,194,82,57,350000.0,4000.0,Colchester United
17052,T. Frost,21,England,172,75,57,375000.0,2000.0,Crawley Town
17053,S. Blaney,22,Republic of Ireland,191,79,57,350000.0,500.0,Sligo Rovers
17054,C. Brown,21,England,183,78,57,375000.0,2000.0,Milton Keynes Dons
17055,L. Coyle,21,England,175,67,57,375000.0,700.0,Accrington Stanley
17056,J. Hickman,22,England,173,67,57,350000.0,550.0,St. Patrick's Athletic
17057,H. Shirai,21,Japan,172,63,57,375000.0,2000.0,Gamba Osaka
17058,E. Crona,21,Sweden,190,80,57,400000.0,650.0,Kalmar FF
17059,J. Lundstram,22,England,175,61,57,375000.0,2000.0,Crewe Alexandra
17060,L. Kunga,22,United States,173,68,57,400000.0,700.0,Kristiansund BK
17061,J. Svedberg,22,Sweden,178,73,57,325000.0,750.0,Halmstads BK
17062,J. Imbrechts,19,Sweden,183,73,57,350000.0,750.0,Royal Charleroi S.C.
17063,E. Chapman,20,England,188,74,57,400000.0,1000.0,Cheltenham Town
17064,C. Yates,22,Scotland,186,80,57,325000.0,500.0,Dundalk FC
17065,Dai Wai-Tsun,21,Hong Kong,177,68,57,375000.0,1000.0,Shenzhen FC
17066,A. Alese,20,England,185,70,57,375000.0,6000.0,West Ham United
17067,A. Jarvis,23,England,188,80,57,325000.0,3000.0,Scunthorpe United
17068,Zhang Huachen,23,China PR,176,68,57,350000.0,3000.0,Shanghai Port FC
17069,Qiu Tianyi,32,China PR,192,80,57,110000.0,2000.0,Tianjin Jinmen Tiger FC
17070,O. Gallacher,22,Scotland,174,60,57,350000.0,2000.0,Crawley Town
17071,B. Crellin,21,England,185,70,57,350000.0,900.0,Fleetwood Town
17072,J. Olowu,21,England,185,75,57,350000.0,1000.0,Doncaster Rovers
17073,S. Bergier,21,Poland,184,76,57,375000.0,1000.0,Śląsk Wrocław
17074,Kim Jae Woo,23,Korea Republic,187,84,57,240000.0,1000.0,Daegu FC
17075,P. Niyongabire,21,Burundi,168,78,57,400000.0,800.0,Perth Glory
17076,T. Abraham,20,England,185,78,57,400000.0,7000.0,Newport County
17077,J. Evans,20,England,173,64,57,375000.0,2000.0,Forest Green Rovers
17078,A. Lesiotis,21,Australia,170,65,57,300000.0,1000.0,Melbourne City FC
17079,E. Dixon-Bonner,20,England,180,66,57,400000.0,8000.0,Liverpool
17080,W. Dennis,20,England,188,79,57,350000.0,3000.0,AFC Bournemouth
17081,M. Castaño,22,Colombia,175,64,57,375000.0,500.0,La Equidad
17082,D. Andersen,20,Denmark,191,80,57,350000.0,1000.0,Aarhus GF
17083,A. Bærtelsen,21,Denmark,190,78,57,375000.0,550.0,FK Haugesund
17084,Iker Pozo,20,Spain,178,74,57,375000.0,10000.0,Manchester City
17085,N. Morahan,21,Republic of Ireland,178,66,57,350000.0,500.0,Sligo Rovers
17086,S. Kodama,22,Japan,166,62,57,325000.0,1000.0,Nagoya Grampus
17087,T. Callens,22,France,182,81,57,325000.0,2000.0,FC Lorient
17088,S. Sherring,21,England,180,76,57,375000.0,4000.0,Accrington Stanley
17089,P. Patterson,20,Scotland,178,70,57,400000.0,500.0,Waterford FC
17090,B. Lyons-Foster,20,England,185,74,57,400000.0,7000.0,Tottenham Hotspur
17091,L. Hunn,22,Switzerland,180,77,57,325000.0,550.0,SC Freiburg II
17092,W. Pleśnierowicz,20,Poland,186,82,57,325000.0,500.0,Warta Poznań
17093,H. Sobol,21,Poland,183,74,57,375000.0,1000.0,Wisła Kraków
17094,E. Patoulidis,19,Belgium,174,64,57,400000.0,1000.0,KV Oostende
17095,A. Al Yami,24,Saudi Arabia,172,69,57,325000.0,6000.0,Al Ittihad
17096,F. Tauchhammer,19,Austria,183,64,57,325000.0,1000.0,RZ Pellets Wolfsberger AC
17097,T. Roberts,20,United States,181,68,57,425000.0,1000.0,SK Austria Klagenfurt
17098,Kang Yun Koo,28,Korea Republic,170,70,57,170000.0,1000.0,Incheon United FC
17099,C. Bayiha,22,Canada,173,70,57,325000.0,1000.0,Club de Foot Montréal
17100,J. Lalrinzuala,22,India,167,70,57,350000.0,500.0,Chennaiyin FC
17101,M. Kulke,20,Germany,177,72,57,375000.0,2000.0,SG Dynamo Dresden
17102,M. Al Thani,24,Saudi Arabia,174,64,57,250000.0,3000.0,Al Tai
17103,A. Al Dakheel,25,Saudi Arabia,184,72,57,200000.0,3000.0,Al Hazem
17104,J. Marsiglia,22,Colombia,183,72,57,350000.0,500.0,Deportivo Cali
17105,S. Shibata,20,Japan,168,64,57,375000.0,550.0,Shonan Bellmare
17106,A. Al Shammari,22,Saudi Arabia,174,63,57,375000.0,5000.0,Al Hazem
17107,L. Pelletier,21,France,186,75,57,325000.0,500.0,US Quevilly Rouen Métropole
17108,I. Acero,21,Mexico,182,78,57,375000.0,2000.0,Deportivo Toluca
17109,M. Wørts,22,Denmark,185,75,57,375000.0,550.0,Mjällby AIF
17110,B. Horton,20,England,178,75,57,375000.0,1000.0,Doncaster Rovers
17111,T. Pugh,20,Wales,174,64,57,400000.0,2000.0,Scunthorpe United
17112,Y. Al Harbi,24,Saudi Arabia,170,65,57,350000.0,3000.0,Al Fayha
17113,N. Almas,21,Saudi Arabia,177,68,57,375000.0,4000.0,Al Nassr
17114,T. Nakamura,20,Japan,186,78,57,325000.0,750.0,Hokkaido Consadole Sapporo
17115,J. Baccay,20,Norway,180,71,57,375000.0,650.0,Lillestrøm SK
17116,L. Barraza,24,United States,187,88,57,200000.0,850.0,New York City FC
17117,L. Müller,20,Germany,180,75,57,400000.0,2000.0,SV Darmstadt 98
17118,Luo Yi,34,China PR,175,64,57,60000.0,2000.0,Wuhan FC
17119,L. Singh,19,Canada,188,77,57,375000.0,650.0,Toronto FC
17120,Wu Shaocong,21,China PR,192,80,57,375000.0,2000.0,Guangzhou FC
17121,L. Ivanovic,21,Australia,189,80,57,400000.0,900.0,Brisbane Roar
17122,G. Ito,20,Japan,190,75,57,300000.0,800.0,Vissel Kobe
17123,E. Holt,24,United States,185,84,57,300000.0,1000.0,Real Salt Lake
17124,N. Vesterlund,22,Denmark,185,79,57,375000.0,700.0,Tromsø IL
17125,J. Rennicks,22,United States,180,75,57,375000.0,1000.0,New England Revolution
17126,D. Singh Moirangthem,20,India,180,70,57,350000.0,500.0,FC Goa
17127,F. Bettache,20,England,185,73,57,350000.0,2000.0,Oldham Athletic
17128,Kim Tae Gon,22,Korea Republic,188,79,57,350000.0,600.0,GwangJu FC
17129,B. Davis,20,Thailand,172,59,57,400000.0,1000.0,Oxford United
17130,R. Fernandes,25,India,172,68,57,220000.0,600.0,Mumbai City FC
17131,C. Armiento,22,Australia,175,65,57,375000.0,950.0,Perth Glory
17132,Shin Jae Won,22,Korea Republic,183,74,57,350000.0,850.0,FC Seoul
17133,A. Gomes,27,India,189,87,57,170000.0,500.0,Kerala Blasters FC
17134,F. Choudhary,24,India,182,67,57,250000.0,500.0,Jamshedpur FC
17135,T. Rehenesh,28,India,180,75,57,150000.0,500.0,Jamshedpur FC
17136,M. Lewis,19,England,170,57,57,400000.0,1000.0,Royale Union Saint-Gilloise
17137,P. Slørdahl,20,Norway,188,70,57,325000.0,650.0,Lillestrøm SK
17138,T. Leak,20,England,188,80,57,325000.0,2000.0,Walsall
17139,J. Young,19,England,186,77,57,350000.0,2000.0,Forest Green Rovers
17140,J. Larsen,21,Denmark,179,72,57,375000.0,650.0,SK Brann
17141,C. Parsons,20,England,176,68,57,350000.0,1000.0,Wycombe Wanderers
17142,M. Boyes,20,Wales,179,65,57,375000.0,8000.0,Liverpool
17143,J. Barnett,20,Australia,179,75,57,350000.0,1000.0,Melbourne Victory
17144,O. Bundgaard,20,Denmark,182,72,57,375000.0,2000.0,Randers FC
17145,C. Atanase,20,Romania,175,70,57,400000.0,1000.0,AFC Chindia Târgoviște
17146,P. Besong,20,Germany,184,93,57,375000.0,2000.0,1. FC Nürnberg
17147,H. Saunders,23,England,180,69,57,250000.0,2000.0,Bristol Rovers
17148,J. Albrecht,19,Germany,182,78,57,400000.0,3000.0,Hertha BSC
17149,K. Kostorz,21,Poland,187,79,57,375000.0,1000.0,Legia Warszawa
17150,D. De Vita,21,Germany,189,77,57,350000.0,700.0,Viktoria Köln
17151,C. Bombo,22,France,183,67,57,350000.0,2000.0,ESTAC Troyes
17152,E. Iversen,20,Norway,167,66,57,400000.0,8000.0,Everton
17153,J. Odehnal,19,Austria,195,85,57,300000.0,700.0,SC Rheindorf Altach
17154,Ángel Fraga,25,Spain,183,74,57,200000.0,1000.0,CD Lugo
17155,T. Tattermusch,20,Germany,194,89,57,375000.0,750.0,Borussia Dortmund II
17156,J. Schelfhout,20,Belgium,183,79,57,300000.0,1000.0,KV Oostende
17157,A. Szczutowski,20,Poland,195,80,57,400000.0,950.0,PGE FKS Stal Mielec
17158,J. Justin,27,India,176,73,57,190000.0,550.0,Chennaiyin FC
17159,J. Ras,22,Netherlands,174,70,57,375000.0,1000.0,SC Heerenveen
17160,R. Roosken,21,Netherlands,183,70,57,375000.0,950.0,Heracles Almelo
17161,U. Zengin,24,Turkey,180,73,57,220000.0,2000.0,Gazişehir Gaziantep F.K.
17162,A. Moralez,20,Colombia,190,75,57,400000.0,500.0,Club Independiente Santa Fe
17163,D. Dudziński,19,Poland,181,72,57,400000.0,900.0,Zagłębie Lubin
17164,M. Wędrychowski,19,Poland,171,69,57,425000.0,900.0,Górnik Łęczna
17165,A. Senior,19,England,183,70,57,375000.0,900.0,Bolton Wanderers
17166,J. Courtney-Perkins,18,Australia,189,79,57,350000.0,500.0,Raków Częstochowa
17167,K. Al Blooshi,22,United Arab Emirates,171,60,57,375000.0,500.0,Al Ain FC
17168,Lee Dong Ryul,21,Korea Republic,177,66,57,400000.0,1000.0,Jeju United FC
17169,Z. Issaka,24,Japan,174,75,57,240000.0,2000.0,Kawasaki Frontale
17170,L. Francillette,22,France,193,81,57,350000.0,2000.0,Crawley Town
17171,J. de Boer,21,Netherlands,199,95,57,350000.0,850.0,FC Groningen
17172,Kim Jung Ho,23,Korea Republic,185,77,57,325000.0,850.0,Gangwon FC
17173,A. Al Qahtani,22,Saudi Arabia,172,68,57,375000.0,2000.0,Abha Club
17174,E. Walker,18,England,175,72,57,375000.0,2000.0,Preston North End
17175,A. Álvarez Wallace,20,Uruguay,180,76,57,425000.0,500.0,Club Atlético Peñarol
17176,J. Toledo,25,Uruguay,183,80,57,190000.0,500.0,Centro Atlético Fénix
17177,L. Schleimer,21,Germany,180,73,57,375000.0,2000.0,1. FC Nürnberg
17178,T. Clayton,20,Scotland,183,71,57,400000.0,8000.0,Liverpool
17179,L. Colaco,22,India,177,64,57,375000.0,600.0,ATK Mohun Bagan FC
17180,J. Carneiro,30,India,163,66,57,140000.0,500.0,Kerala Blasters FC
17181,Rahul KP,21,India,167,63,57,375000.0,500.0,Kerala Blasters FC
17182,R. Cuéllar,24,Bolivia,170,61,57,350000.0,500.0,Club Atlético Nacional Potosí
17183,A. Rai,22,India,174,67,57,350000.0,500.0,Hyderabad FC
17184,Han Jiaqi,21,China PR,185,76,57,325000.0,1000.0,Guangzhou City
17185,T. Dickson-Peters,18,Scotland,180,73,57,375000.0,2000.0,Norwich City
17186,G. Acosta,21,United States,170,66,57,400000.0,1000.0,Inter Miami CF
17187,B. Koumetio,18,France,195,81,57,500000.0,3000.0,Liverpool
17188,R. Akbib,20,Belgium,180,75,57,375000.0,2000.0,Royal Charleroi S.C.
17189,Ó. Colmán,20,Paraguay,180,75,57,400000.0,500.0,Club River Plate Asunción
17190,B. Skaret,19,Norway,186,78,57,400000.0,500.0,Vålerenga Fotball
17191,A. Greaves,20,England,177,71,57,350000.0,1000.0,Doncaster Rovers
17192,Koo Bon Chul,21,Korea Republic,173,70,57,375000.0,850.0,Incheon United FC
17193,Jeon Jung Ho,22,Korea Republic,171,62,57,400000.0,950.0,Suwon FC
17194,A. Odoh,20,England,168,56,57,400000.0,1000.0,Rochdale
17195,L. Rojas,19,Chile,180,82,57,425000.0,1000.0,Crotone
17196,M. Cabral,20,Bolivia,175,68,57,375000.0,500.0,Club Atlético Nacional Potosí
17197,T. Yamada,19,Japan,190,72,57,350000.0,500.0,Kashima Antlers
17198,A. Bernhardsson,22,Sweden,185,73,57,375000.0,950.0,IF Elfsborg
17199,F. Stojilković,21,Switzerland,185,80,57,400000.0,3000.0,FC Sion
17200,S. Claure,21,Bolivia,182,71,57,375000.0,500.0,Club Always Ready
17201,K. Kamiya,24,Japan,183,76,57,240000.0,2000.0,Kawasaki Frontale
17202,A. Alfaro,22,Uruguay,176,75,57,375000.0,500.0,Centro Atlético Fénix
17203,B. Castro,19,Ecuador,186,81,57,350000.0,500.0,Sociedad Deportiva Aucas
17204,M. Olmedo,22,Ecuador,176,74,57,350000.0,500.0,Sociedad Deportiva Aucas
17205,Goh Young Jun,19,Korea Republic,168,69,57,400000.0,800.0,Pohang Steelers
17206,D. Pecile,19,Canada,182,72,57,400000.0,800.0,Venezia FC
17207,R. Bettocchi,19,Peru,184,67,57,350000.0,500.0,FBC Melgar
17208,L. Haakenson,23,United States,178,79,57,250000.0,1000.0,Nashville SC
17209,A. Zinga,20,France,185,70,57,375000.0,950.0,Valenciennes FC
17210,M. Peltola,18,Finland,187,70,57,400000.0,500.0,HJK Helsinki
17211,M. Parra,20,Chile,185,78,57,300000.0,650.0,CD Huachipato
17212,H. Appiah Tawiah,22,Japan,191,83,57,350000.0,800.0,Vegalta Sendai
17213,F. Clarke,18,England,169,58,57,425000.0,2000.0,Norwich City
17214,G. Tapia,19,Chile,178,78,57,450000.0,1000.0,Universidad Católica
17215,J. Dorsett,19,England,185,74,57,400000.0,2000.0,Rochdale
17216,R. Cancino,21,Chile,183,82,57,325000.0,500.0,Unión La Calera
17217,D. Luna,18,Colombia,173,60,57,375000.0,500.0,Deportivo Cali
17218,D. Glass,21,Scotland,174,67,57,375000.0,1000.0,Dundee United
17219,A. Jatta,22,Gambia,192,87,57,275000.0,2000.0,Viborg FF
17220,R. Nemoto,21,Japan,183,83,57,375000.0,750.0,Shonan Bellmare
17221,D. Salhi,22,France,184,74,57,325000.0,700.0,USL Dunkerque
17222,I. Schmidt,21,Switzerland,172,68,57,375000.0,2000.0,FC St. Gallen 1879
17223,H. Koide,20,Switzerland,181,81,57,425000.0,2000.0,FC Zürich
17224,O. Dumont,19,Belgium,182,70,57,400000.0,1000.0,Standard de Liège
17225,J. Roche,20,Sweden,190,85,57,325000.0,550.0,IK Sirius
17226,J. Rahou,18,France,176,69,57,375000.0,2000.0,Olympique de Marseille
17227,P. Bourdelle,20,France,191,78,57,300000.0,600.0,Grenoble Foot 38
17228,A. Simsir,19,Denmark,178,70,57,425000.0,3000.0,FC Midtjylland
17229,J. Atencio,19,United States,185,79,57,375000.0,650.0,Seattle Sounders FC
17230,N. Vouilloz,20,Switzerland,184,80,57,375000.0,2000.0,Servette FC
17231,R. Bulić,20,Germany,192,83,57,325000.0,700.0,1. FC Saarbrücken
17232,L. Margueron,20,France,194,85,57,300000.0,1000.0,Clermont Foot 63
17233,K. Koreniuk,23,United States,182,79,57,375000.0,1000.0,LA Galaxy
17234,N. Touglo,19,Germany,186,82,57,375000.0,2000.0,Fortuna Düsseldorf
17235,R. Cielemęcki,18,Poland,173,70,57,425000.0,500.0,Wisła Płock
17236,G. Gutiérrez,24,Mexico,181,67,57,275000.0,2000.0,Deportivo Toluca
17237,I. Davies,19,Wales,175,65,57,425000.0,4000.0,Cardiff City
17238,A. Anderson,20,Australia,184,74,57,325000.0,1000.0,Melbourne Victory
17239,F. Nyenetue,20,Norway,175,70,57,400000.0,700.0,Sandefjord Fotball
17240,S. Eriksen,20,Norway,170,62,57,375000.0,550.0,Mjøndalen IF
17241,B. Mruk,19,Poland,184,75,57,375000.0,750.0,Pogoń Szczecin
17242,S. Morris,19,England,183,65,57,400000.0,1000.0,Fleetwood Town
17243,L. Neilson,18,Scotland,184,73,57,400000.0,500.0,Dundee United
17244,A. Ișfan,21,Romania,177,71,57,375000.0,1000.0,Campionii FC Arges
17245,L. Gordon,22,Guyana,183,75,57,350000.0,2000.0,Bolton Wanderers
17246,L. Hakim,19,Malaysia,170,65,57,400000.0,2000.0,KV Kortrijk
17247,C. Nieuwenhof,20,Australia,181,73,57,375000.0,1000.0,Sydney FC
17248,R. Jesuraj,24,India,170,67,57,220000.0,500.0,FC Goa
17249,C. Ramos,21,Mexico,182,81,57,325000.0,3000.0,CF Monterrey
17250,M. Wyjadłowski,21,Poland,177,73,57,375000.0,1000.0,PGE FKS Stal Mielec
17251,D. Cornelius,20,Scotland,180,74,57,400000.0,1000.0,Motherwell
17252,K. Trelowski,17,Poland,190,77,57,350000.0,500.0,Raków Częstochowa
17253,L. Florică,18,Romania,181,74,57,375000.0,500.0,Rapid București
17254,M. Xantippe,19,France,183,70,57,400000.0,550.0,Amiens SC
17255,D. Neil,19,England,180,70,57,325000.0,1000.0,Sunderland
17256,N. Abbey,17,England,187,74,57,375000.0,500.0,Reading
17257,Julen,22,Spain,180,75,57,275000.0,900.0,CD Lugo
17258,D. Williams,20,Wales,170,64,57,400000.0,3000.0,Swansea City
17259,N. Wojtuszek,19,Poland,184,79,57,400000.0,800.0,Górnik Zabrze
17260,A. Padula,25,Italy,183,73,57,190000.0,2000.0,FC Basel 1893
17261,C. Chukwuemeka,19,England,190,70,57,425000.0,6000.0,Aston Villa
17262,P. Komposch,20,Austria,187,78,57,375000.0,2000.0,SK Sturm Graz
17263,Joël Monteiro,21,Portugal,191,81,57,375000.0,2000.0,BSC Young Boys
17264,I. Al Barakah,24,Saudi Arabia,185,68,57,230000.0,3000.0,Al Fayha
17265,J. Chávez,19,Ecuador,182,72,57,375000.0,500.0,Independiente del Valle
17266,B. Davis,19,United States,183,75,57,400000.0,800.0,Real Salt Lake
17267,J. Quiñonez,19,Paraguay,189,88,57,375000.0,500.0,Club Libertad
17268,VP Suhair,28,India,174,74,57,170000.0,500.0,NorthEast United FC
17269,S. Hawsawi,23,Saudi Arabia,169,67,57,300000.0,4000.0,Ettifaq FC
17270,E. Kouadio,22,Germany,180,78,57,350000.0,650.0,SV Waldhof Mannheim 07
17271,N. May,19,Germany,182,70,57,375000.0,550.0,Viktoria Köln
17272,A. Mishra,19,India,179,68,57,325000.0,500.0,Hyderabad FC
17273,G. Martins,27,India,180,70,57,190000.0,500.0,FC Goa
17274,D. Sea,20,France,181,65,57,400000.0,1000.0,Barrow
17275,Marcelo Pitaluga,18,Brazil,191,78,57,475000.0,1000.0,Liverpool
17276,W. Harris,21,United States,180,75,57,375000.0,1000.0,Sporting Kansas City
17277,K. Cabrera,17,Peru,175,67,57,375000.0,500.0,FBC Melgar
17278,B. Zempelin,21,Germany,171,70,57,375000.0,1000.0,SSV Jahn Regensburg
17279,E. Cabeza,18,Ecuador,182,68,57,350000.0,500.0,LDU Quito
17280,D. Bouman,23,Australia,189,78,57,375000.0,500.0,Central Coast Mariners
17281,S. Schendl,18,Austria,173,67,57,425000.0,1000.0,SK Sturm Graz
17282,D. Janevski,28,Sweden,187,82,57,140000.0,800.0,Mjøndalen IF
17283,E. Ahlstrand,19,Sweden,182,75,57,350000.0,500.0,Halmstads BK
17284,M. Bruns,17,Germany,192,75,57,375000.0,500.0,1. FC Union Berlin
17285,W. De Buyser,20,Belgium,183,67,57,375000.0,2000.0,SV Zulte Waregem
17286,M. Krasniqi,28,Sweden,187,82,57,140000.0,800.0,Örebro SK
17287,T. Yamanoi,22,Japan,185,80,57,275000.0,550.0,Avispa Fukuoka
17288,J. Perruzza,20,Canada,185,82,57,375000.0,1000.0,Toronto FC
17289,Mamadi Camará,17,Guinea Bissau,174,61,57,400000.0,600.0,Reading
17290,Á. García,20,Mexico,171,69,57,350000.0,2000.0,Club Universidad Nacional
17291,J. Marchand,19,Mexico,178,71,57,350000.0,2000.0,Pachuca
17292,A. Rajamohan,28,Sweden,184,79,57,170000.0,800.0,Degerfors IF
17293,N. Tamás,20,Romania,171,68,57,425000.0,2000.0,Sepsi OSK Sf. Gheorghe
17294,Kwak Yoon Ho,25,Korea Republic,185,83,57,190000.0,850.0,Suwon FC
17295,K. Ioka,23,Japan,186,79,57,210000.0,600.0,Vegalta Sendai
17296,M. Cihan,20,Turkey,175,67,57,350000.0,2000.0,Gazişehir Gaziantep F.K.
17297,F. Külekçi,20,Turkey,178,75,57,425000.0,2000.0,Kasimpaşa SK
17298,A. Ademi,22,Albania,173,68,57,375000.0,1000.0,Djurgårdens IF
17299,E. Azcona,17,Dominican Republic,168,59,57,400000.0,500.0,Inter Miami CF
17300,C. Wallem,21,Norway,180,74,57,375000.0,800.0,Odds BK
17301,A. Saavedra,20,Venezuela,170,65,57,400000.0,500.0,AC Mineros de Guayana
17302,S. Adingra,19,Côte d'Ivoire,175,68,57,400000.0,1000.0,FC Nordsjælland
17303,N. Hayashi,23,Japan,181,70,57,300000.0,1000.0,Kashima Antlers
17304,B. Bermingham,19,Republic of Ireland,170,66,57,400000.0,500.0,Drogheda United
17305,G. Barber,21,United States,175,74,57,400000.0,1000.0,Sporting Kansas City
17306,B. Gutiérrez,18,United States,178,64,57,450000.0,500.0,Chicago Fire Football Club
17307,R. McIntosh,22,Venezuela,169,69,57,375000.0,500.0,Aragua Fútbol Club
17308,S. Pungi,20,Angola,185,80,57,325000.0,950.0,Pohang Steelers
17309,M. Gendera,21,Poland,178,70,57,350000.0,1000.0,Piast Gliwice
17310,N. Maier,20,Switzerland,173,69,57,400000.0,2000.0,BSC Young Boys
17311,F. Kleemann,22,United States,193,84,57,240000.0,1000.0,Austin FC
17312,J. López,19,Ecuador,180,73,57,350000.0,500.0,Independiente del Valle
17313,L. Ortíz,21,Ecuador,181,60,57,350000.0,500.0,Independiente del Valle
17314,K. Ferguson,21,Scotland,195,80,57,350000.0,500.0,Waterford FC
17315,M. Bolaños,29,Ecuador,169,67,57,140000.0,500.0,Guayaquil City FC
17316,S. Pearson,19,Wales,168,65,57,425000.0,3000.0,Bristol City
17317,L. Patris,20,Belgium,185,75,57,375000.0,2000.0,Oud-Heverlee Leuven
17318,K. Hansen,19,Denmark,184,80,57,325000.0,500.0,BK Häcken
17319,R. Arias,21,Ecuador,170,72,57,375000.0,500.0,Guayaquil City FC
17320,P. Pagnano,19,Venezuela,173,70,57,400000.0,500.0,AC Mineros de Guayana
17321,P. Zaragoza,18,Venezuela,170,61,57,375000.0,500.0,AC Mineros de Guayana
17322,J. González,18,Venezuela,191,77,57,400000.0,500.0,AC Mineros de Guayana
17323,C. Díaz,20,Venezuela,175,67,57,325000.0,500.0,Metropolitanos de Caracas FC
17324,B. Villacis,22,Ecuador,185,79,57,350000.0,500.0,Club Social y Deportivo Macará
17325,B. Osses,19,Chile,172,67,57,350000.0,500.0,Club de Deportes Cobresal
17326,K. Martínez,20,Colombia,173,68,57,375000.0,500.0,Junior FC
